"word"	"complex_word"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"line_initial"	"line_final"	"par_initial"	"par_final"
"qokedy"	"qokedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	5	6	5	45
"lkaiin"	"lkaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	6	5	6	44
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	7	4	7	43
"qokor"	"qokor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	8	3	8	42
"al"	"al"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	9	2	9	41
"okirolcy"	"okirolcy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"H"	10	1	10	40
"tarshor"	"tarshor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	1	9	NA	NA
"sheeey"	"sheeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	2	8	NA	NA
"oteeol"	"oteeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	3	7	NA	NA
"qokeey"	"qokeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	4	6	NA	NA
"qokedy"	"qokedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	5	5	NA	NA
"lkaiin"	"lkaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	6	4	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	7	3	NA	NA
"qokaral"	"qokaral"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	8	2	NA	NA
"okiroley"	"okiroley"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"T"	9	1	NA	NA
"tarshor"	"tarshor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	1	10	NA	NA
"eey"	"eey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	2	9	NA	NA
"oteeol"	"oteeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	3	8	NA	NA
"qokeey"	"qokeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	4	7	NA	NA
"qokedy"	"qokedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	5	6	NA	NA
"lkaiin"	"lkaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	6	5	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	7	4	NA	NA
"qokar"	"qokar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	8	3	NA	NA
"al"	"al"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	9	2	NA	NA
"akiroloy"	"akiroloy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"8"	"F"	10	1	NA	NA
"okoiin"	"okoiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	1	11	11	39
"sheey"	"sheey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	2	10	12	38
"tcheol"	"tcheol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	3	9	13	37
"kain"	"kain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	4	8	14	36
"okeey"	"okeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	5	7	15	35
"chedy"	"chedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	6	6	16	34
"okeedy"	"okeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	7	5	17	33
"chdykchedy"	"chdykchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	8	4	18	32
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	9	3	19	31
"kain"	"kain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	10	2	20	30
"an"	"an"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"H"	11	1	21	29
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	1	10	NA	NA
"sheey"	"sheey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	2	9	NA	NA
"tcheolkain"	"tcheolkain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	3	8	NA	NA
"okeey"	"okeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	4	7	NA	NA
"chedy"	"chedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	5	6	NA	NA
"okeedy"	"okeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	6	5	NA	NA
"chdykchedy"	"chdykchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	7	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	8	3	NA	NA
"kain"	"kain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	9	2	NA	NA
"an"	"an"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"T"	10	1	NA	NA
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	1	12	NA	NA
"sheey"	"sheey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	2	11	NA	NA
"tcheol"	"tcheol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	3	10	NA	NA
"kaiin"	"kaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	4	9	NA	NA
"okeey"	"okeey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	5	8	NA	NA
"chedy"	"chedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	6	7	NA	NA
"okeedy"	"okeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	7	6	NA	NA
"chdy"	"chdy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	8	5	NA	NA
"kchedy"	"kchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	9	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	10	3	NA	NA
"kaiin"	"kaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	11	2	NA	NA
"an"	"an"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"9"	"F"	12	1	NA	NA
"yteedy"	"yteedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	1	11	22	28
"qokeedy"	"qokeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	2	10	23	27
"okeol"	"okeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	3	9	24	26
"lchedy"	"lchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	4	8	25	25
"qokal"	"qokal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	5	7	26	24
"lor"	"lor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	6	6	27	23
"sheal"	"sheal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	7	5	28	22
"cheedaiin"	"cheedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	8	4	29	21
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	9	3	30	20
"sair"	"sair"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	10	2	31	19
"alom"	"alom"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"H"	11	1	32	18
"ykeedy"	"ykeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	1	11	NA	NA
"qokeedy"	"qokeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	2	10	NA	NA
"okeol"	"okeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	3	9	NA	NA
"lchedy"	"lchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	4	8	NA	NA
"qokal"	"qokal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	5	7	NA	NA
"lor"	"lor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	6	6	NA	NA
"sheal"	"sheal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	7	5	NA	NA
"cheedaiin"	"cheedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	8	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	9	3	NA	NA
"sair"	"sair"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	10	2	NA	NA
"alom"	"alom"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"T"	11	1	NA	NA
"yteedy"	"yteedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	1	11	NA	NA
"qokeedy"	"qokeedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	2	10	NA	NA
"okeol"	"okeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	3	9	NA	NA
"lchedy"	"lchedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	4	8	NA	NA
"qokal"	"qokal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	5	7	NA	NA
"lor"	"lor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	6	6	NA	NA
"sheal"	"sheal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	7	5	NA	NA
"cheedaiin"	"cheedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	8	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	9	3	NA	NA
"sair"	"sair"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	10	2	NA	NA
"alom"	"alom"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"10"	"F"	11	1	NA	NA
"cheeo"	"cheeo"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	1	12	33	17
"cheeol"	"cheeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	2	11	34	16
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	3	10	35	15
"ytain"	"ytain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	4	9	36	14
"ykeeol"	"ykeeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	5	8	37	13
"l"	"l"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	6	7	38	12
"or"	"or"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	7	6	39	11
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	8	5	40	10
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	9	4	41	9
"ekar"	"ekar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	10	3	42	8
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	11	2	43	7
"otaram"	"otaram"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"H"	12	1	44	6
"cheeo"	"cheeo"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	1	11	NA	NA
"cheeol"	"cheeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	2	10	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	3	9	NA	NA
"ytain"	"ytain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	4	8	NA	NA
"ykeeoll"	"ykeeoll"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	5	7	NA	NA
"or"	"or"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	6	6	NA	NA
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	7	5	NA	NA
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	8	4	NA	NA
"okar"	"okar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	9	3	NA	NA
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	10	2	NA	NA
"otaram"	"otaram"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"T"	11	1	NA	NA
"cheeo"	"cheeo"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	1	10	NA	NA
"cheeol"	"cheeol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	2	9	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	3	8	NA	NA
"ytaiin"	"ytaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	4	7	NA	NA
"ykeeoll"	"ykeeoll"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	5	6	NA	NA
"oraiin"	"oraiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	6	5	NA	NA
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	7	4	NA	NA
"ekar"	"ekar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	8	3	NA	NA
"okaiin"	"okaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	9	2	NA	NA
"otaram"	"otaram"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"11"	"F"	10	1	NA	NA
"ychol"	"ychol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"H"	1	5	45	5
"chal"	"chal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"H"	2	4	46	4
"lor"	"lor"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"H"	3	3	47	3
"aiir"	"aiir"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"H"	4	2	48	2
"aiinal"	"aiinal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"H"	5	1	49	1
"ychol"	"ychol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"T"	1	5	NA	NA
"chol"	"chol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"T"	2	4	NA	NA
"loraiir"	"loraiir"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"T"	3	3	NA	NA
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"T"	4	2	NA	NA
"al"	"al"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"T"	5	1	NA	NA
"ychol"	"ychol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"F"	1	4	NA	NA
"chal"	"chal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"F"	2	3	NA	NA
"loraiir"	"loraiir"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"F"	3	2	NA	NA
"aiinal"	"aiinal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"12"	"F"	4	1	NA	NA
"polchls"	"polchls"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	1	10	1	32
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	2	9	2	31
"sheky"	"sheky"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	3	8	3	30
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	4	7	4	29
"opchal"	"opchal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	5	6	5	28
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	6	5	6	27
"pshedaiin"	"pshedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	7	4	7	26
"otodal"	"otodal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	8	3	8	25
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	9	2	9	24
"otaral"	"otaral"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"H"	10	1	10	23
"polchlsaiin"	"polchlsaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	1	9	NA	NA
"sheky"	"sheky"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	2	8	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	3	7	NA	NA
"opchal"	"opchal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	4	6	NA	NA
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	5	5	NA	NA
"pshedaiin"	"pshedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	6	4	NA	NA
"otodal"	"otodal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	7	3	NA	NA
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	8	2	NA	NA
"otaral"	"otaral"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"T"	9	1	NA	NA
"polchls"	"polchls"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"F"	1	5	NA	NA
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"F"	2	4	NA	NA
"shckhyl"	"shckhyl"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"F"	3	3	NA	NA
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"F"	4	2	NA	NA
"otaral"	"otaral"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"F"	5	1	NA	NA
"polchls"	"polchls"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	1	10	NA	NA
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	2	9	NA	NA
"sheky"	"sheky"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	3	8	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	4	7	NA	NA
"opchal"	"opchal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	5	6	NA	NA
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	6	5	NA	NA
"pshedaiin"	"pshedaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	7	4	NA	NA
"otodal"	"otodal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	8	3	NA	NA
"shedy"	"shedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	9	2	NA	NA
"otaral"	"otaral"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"13"	"U"	10	1	NA	NA
"cthedy"	"cthedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	1	12	11	22
"lshedy"	"lshedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	2	11	12	21
"cheol"	"cheol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	3	10	13	20
"chear"	"chear"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	4	9	14	19
"or"	"or"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	5	8	15	18
"alam"	"alam"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	6	7	16	17
"chtaiin"	"chtaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	7	6	17	16
"otar"	"otar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	8	5	18	15
"aiin"	"aiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	9	4	19	14
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	10	3	20	13
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	11	2	21	12
"otain"	"otain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"H"	12	1	22	11
"cthedy"	"cthedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	1	10	NA	NA
"lshedy"	"lshedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	2	9	NA	NA
"cheol"	"cheol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	3	8	NA	NA
"chear"	"chear"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	4	7	NA	NA
"aralam"	"aralam"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	5	6	NA	NA
"chtaiin"	"chtaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	6	5	NA	NA
"otarain"	"otarain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	7	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	8	3	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	9	2	NA	NA
"otain"	"otain"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"T"	10	1	NA	NA
"cthedy"	"cthedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	1	11	NA	NA
"lshedy"	"lshedy"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	2	10	NA	NA
"cheol"	"cheol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	3	9	NA	NA
"chear"	"chear"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	4	8	NA	NA
"ar"	"ar"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	5	7	NA	NA
"alam"	"alam"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	6	6	NA	NA
"chtaiin"	"chtaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	7	5	NA	NA
"otaraiin"	"otaraiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	8	4	NA	NA
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	9	3	NA	NA
"qokaiin"	"qokaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	10	2	NA	NA
"otaiin"	"otaiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"14"	"F"	11	1	NA	NA
"ychol"	"ychol"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"15"	"H"	1	10	23	10
"oiin"	"oiin"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"15"	"H"	2	9	24	9
"chey"	"chey"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"15"	"H"	3	8	25	8
"qockhal"	"qockhal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"15"	"H"	4	7	26	7
"shal"	"shal"	"f107r"	"S"	"T"	"I"	"B"	NA	NA	"3"	"P"	"15"	"H"	5	6	27	6
